I1,I2,T1,T2,Y
0.98581576,0.010199691,0.05857,0.242525,0.0
0.97428066,0.20337546,0.879474,0.859234,1.0
0.9307364,0.15861022,0.879474,0.859234,1.0
0.43631354,8.0523816e-05,0.879474,0.859234,0.0
0.45846233,0.5629969,0.05857,0.242525,1.0
0.9223906,0.0035549372,0.05857,0.242525,0.0
0.9838881,7.1911145e-06,0.05857,0.242525,0.0
0.9911862,0.11626112,0.879474,0.859234,1.0
0.44935426,0.10863022,0.05857,0.242525,0.0
0.45838547,1.4420293e-10,0.879474,0.859234,0.0
0.9683359,0.001348849,0.879474,0.859234,1.0
0.446623,0.06722186,0.879474,0.859234,0.0
0.44984877,0.588505,0.879474,0.859234,0.0
0.94991994,0.09603956,0.879474,0.859234,1.0
0.94277626,0.00023620967,0.879474,0.859234,1.0
0.98029476,0.036848187,0.879474,0.859234,1.0
0.45671487,4.2197978e-18,0.05857,0.242525,0.0
0.9487289,0.00069561944,0.879474,0.242525,1.0
0.9724382,3.5733764e-13,0.879474,0.859234,1.0
0.9318978,0.2623076,0.879474,0.859234,1.0
0.98889995,0.26486748,0.05857,0.859234,0.0
0.4317446,0.31077665,0.05857,0.242525,1.0
0.92943233,5.463365e-05,0.879474,0.242525,1.0
0.45602337,0.20666291,0.05857,0.859234,0.0
0.8265746,0.006399557,0.879474,0.859234,1.0
0.6907034,1.584987e-06,0.879474,0.242525,1.0
0.981741,1.5142035e-06,0.879474,0.859234,1.0
0.9091429,0.19643888,0.05857,0.242525,1.0
0.96286345,0.20410913,0.05857,0.859234,0.0
0.45188048,1.8120025e-08,0.879474,0.242525,0.0
0.96391433,0.044087358,0.05857,0.859234,0.0
0.45720923,0.6814635,0.879474,0.242525,1.0
0.4420898,0.34953648,0.05857,0.859234,0.0
0.4582787,0.7228793,0.05857,0.242525,1.0
0.43693498,5.9533633e-08,0.879474,0.242525,0.0
0.45050454,0.4578922,0.05857,0.242525,1.0
0.45993328,2.7574704e-13,0.05857,0.242525,0.0
0.45722154,5.067347600000001e-16,0.05857,0.242525,0.0
0.45693403,1.6138683e-06,0.05857,0.859234,0.0
0.915931,4.3743325e-06,0.879474,0.242525,1.0
0.8874399,4.5682655e-06,0.05857,0.242525,0.0
0.97711915,0.23730756,0.879474,0.859234,1.0
0.45841822,0.6417363,0.879474,0.242525,1.0
0.4264616,0.32538816,0.879474,0.859234,0.0
0.45697272,2.2923325e-07,0.879474,0.242525,0.0
0.5678602,6.657765e-05,0.05857,0.242525,0.0
0.45825484,0.5189503,0.05857,0.242525,1.0
0.92527366,0.0773348,0.879474,0.242525,1.0
0.45883155,0.6917867,0.879474,0.859234,0.0
0.45851535,0.634488,0.879474,0.242525,1.0
0.99195015,0.25061077,0.05857,0.242525,1.0
0.52159154,0.01518003,0.05857,0.859234,0.0
0.45851305,0.6474188,0.05857,0.242525,1.0
0.4583511,0.66145855,0.05857,0.242525,1.0
0.962138,8.969362e-05,0.05857,0.242525,0.0
0.9750635,0.04075926,0.05857,0.242525,0.0
0.9975803,0.0041059535,0.879474,0.242525,1.0
0.700862,0.016843477,0.879474,0.242525,1.0
0.44660226,0.005670583,0.05857,0.242525,0.0
0.42904443,0.27941096,0.879474,0.859234,0.0
0.9699355,2.1870323e-05,0.879474,0.242525,1.0
0.62128276,9.607181e-05,0.05857,0.242525,0.0
0.4149387,5.0464318e-05,0.879474,0.859234,0.0
0.45843327,2.5227464e-05,0.05857,0.242525,0.0
0.45711666,1.1340005e-11,0.879474,0.242525,0.0
0.44658634,0.28607005,0.879474,0.859234,0.0
0.94810134,0.026196398,0.879474,0.859234,1.0
0.45831636,0.6091939,0.879474,0.859234,0.0
0.4455081,0.11702231,0.879474,0.859234,0.0
0.4580151,0.6099342,0.05857,0.859234,0.0
0.43052092,0.060469124,0.879474,0.242525,0.0
0.4585765,0.70266247,0.05857,0.859234,0.0
0.45000663,0.20424029,0.05857,0.859234,0.0
0.9773965,3.1715473e-07,0.05857,0.859234,0.0
0.8551436,0.24568897,0.879474,0.859234,1.0
0.7983029,0.10490973,0.05857,0.242525,0.0
0.45835352,0.65755266,0.05857,0.242525,1.0
0.8761845,0.10479896,0.879474,0.859234,1.0
0.45836398,0.65438795,0.05857,0.859234,0.0
0.91030294,0.11753932,0.879474,0.242525,1.0
0.94627833,0.16119851,0.05857,0.859234,0.0
0.44717273,0.0019089453,0.879474,0.859234,0.0
0.9497123,0.22342655,0.05857,0.859234,0.0
0.98912174,0.13949896,0.879474,0.242525,1.0
0.447426,0.58201975,0.05857,0.242525,1.0
0.46030918,1.2025135e-15,0.05857,0.859234,0.0
0.44903377,0.46154064,0.05857,0.242525,1.0
0.85707396,0.010982378,0.879474,0.859234,1.0
0.4592605,0.19237067,0.05857,0.242525,0.0
0.95853984,0.2165849,0.879474,0.242525,1.0
0.9923293,1.9944907e-13,0.05857,0.242525,0.0
0.9867771,1.7787335e-10,0.05857,0.242525,0.0
0.4582875,0.5935118,0.879474,0.242525,1.0
0.96809566,0.23465027,0.05857,0.242525,0.0
0.4224965,1.6705138e-07,0.05857,0.859234,0.0
0.7006818,2.890357e-06,0.879474,0.242525,1.0
0.9609398,0.010369619,0.879474,0.859234,1.0
0.73121387,0.2412081,0.05857,0.859234,0.0
0.97601163,0.12972686,0.879474,0.242525,1.0
0.9702113,0.18711759,0.05857,0.859234,0.0
0.898984,0.24758431,0.05857,0.242525,1.0
0.9144774,0.064175114,0.05857,0.242525,1.0
0.4454205,2.0005162e-11,0.879474,0.242525,0.0
0.828915,0.028522039,0.05857,0.242525,1.0
0.98632646,0.21884301,0.879474,0.242525,1.0
0.4583436,0.5613547,0.879474,0.859234,0.0
0.43045974,1.0424693e-14,0.05857,0.859234,0.0
0.82950246,0.33397976,0.05857,0.242525,1.0
0.4464722,0.45962775,0.05857,0.859234,0.0
0.45836473,0.021282002,0.05857,0.242525,0.0
0.9568847,0.22234847,0.879474,0.859234,1.0
0.96896064,0.21985841,0.879474,0.859234,1.0
0.98368615,8.758612e-09,0.879474,0.859234,1.0
0.45847338,0.5206345,0.879474,0.242525,1.0
